purity	dp	power	k	ploidy	error_rate
0.3	63	0.96912	5	4.0	0.003
0.3	64	0.96755	5	4.0	0.003
0.3	65	0.9665	5	4.0	0.003
0.3	66	0.96589	5	4.0	0.003
0.3	67	0.96566	5	4.0	0.003
0.3	68	0.96574	5	4.0	0.003
0.3	69	0.96608	5	4.0	0.003
0.3	70	0.96664	5	4.0	0.003
0.3	71	0.96737	5	4.0	0.003
0.3	72	0.96825	5	4.0	0.003
0.3	73	0.96924	5	4.0	0.003
0.3	74	0.97031	5	4.0	0.003
0.3	75	0.97145	5	4.0	0.003
0.3	76	0.97262	5	4.0	0.003
0.3	77	0.97383	5	4.0	0.003
0.3	78	0.97504	5	4.0	0.003
0.3	79	0.97626	5	4.0	0.003
0.3	80	0.97747	5	4.0	0.003
0.3	81	0.97866	5	4.0	0.003
0.3	82	0.97982	5	4.0	0.003
0.3	83	0.98095	5	4.0	0.003
0.3	84	0.98205	5	4.0	0.003
0.3	85	0.98311	5	4.0	0.003
0.3	86	0.98413	5	4.0	0.003
0.3	87	0.98511	5	4.0	0.003
0.3	88	0.98605	5	4.0	0.003
0.3	89	0.98694	5	4.0	0.003
0.3	90	0.98779	5	4.0	0.003
0.3	91	0.9886	5	4.0	0.003
0.3	92	0.98936	5	4.0	0.003
0.3	93	0.99009	5	4.0	0.003
0.3	94	0.99077	5	4.0	0.003
0.3	95	0.99141	5	4.0	0.003
0.3	96	0.99202	5	4.0	0.003
0.3	97	0.99259	5	4.0	0.003
0.3	98	0.99312	5	4.0	0.003
0.3	99	0.99362	5	4.0	0.003
0.4	1	0.0	2	4.0	0.003
0.4	2	0.0	3	4.0	0.003
0.4	3	0.0034	3	4.0	0.003
0.4	4	0.01124	3	4.0	0.003
0.4	5	0.02432	3	4.0	0.003
0.4	6	0.0428	3	4.0	0.003
0.4	7	0.06646	3	4.0	0.003
0.4	8	0.09476	3	4.0	0.003
0.4	9	0.12706	3	4.0	0.003
0.4	10	0.16262	3	4.0	0.003
0.4	11	0.20069	3	4.0	0.003
0.4	12	0.24056	3	4.0	0.003
0.4	13	0.28156	3	4.0	0.003
0.4	14	0.32309	3	4.0	0.003
0.4	15	0.36461	3	4.0	0.003
0.4	16	0.29314	4	4.0	0.003
0.4	17	0.3163	4	4.0	0.003
0.4	18	0.3409	4	4.0	0.003
0.4	19	0.3667	4	4.0	0.003
0.4	20	0.39347	4	4.0	0.003
0.4	21	0.42093	4	4.0	0.003
0.4	22	0.44884	4	4.0	0.003
0.4	23	0.47696	4	4.0	0.003
0.4	24	0.50505	4	4.0	0.003
0.4	25	0.53291	4	4.0	0.003
0.4	26	0.56035	4	4.0	0.003
0.4	27	0.58722	4	4.0	0.003
0.4	28	0.61337	4	4.0	0.003
0.4	29	0.6387	4	4.0	0.003
0.4	30	0.6631	4	4.0	0.003
0.4	31	0.68652	4	4.0	0.003
0.4	32	0.70889	4	4.0	0.003
0.4	33	0.73019	4	4.0	0.003
0.4	34	0.75038	4	4.0	0.003
0.4	35	0.76947	4	4.0	0.003
0.4	36	0.78745	4	4.0	0.003
0.4	37	0.80435	4	4.0	0.003
0.4	38	0.82018	4	4.0	0.003
0.4	39	0.83498	4	4.0	0.003
0.4	40	0.84877	4	4.0	0.003
0.4	41	0.8616	4	4.0	0.003
0.4	42	0.87351	4	4.0	0.003
0.4	43	0.88454	4	4.0	0.003
0.4	44	0.89473	4	4.0	0.003
0.4	45	0.90414	4	4.0	0.003
0.4	46	0.9128	4	4.0	0.003
0.4	47	0.92076	4	4.0	0.003
0.4	48	0.92808	4	4.0	0.003
0.4	49	0.93478	4	4.0	0.003
0.4	50	0.94092	4	4.0	0.003
0.4	51	0.94653	4	4.0	0.003
0.4	52	0.95165	4	4.0	0.003
0.4	53	0.95632	4	4.0	0.003
0.4	54	0.96057	4	4.0	0.003
0.4	55	0.96443	4	4.0	0.003
0.4	56	0.96794	4	4.0	0.003
0.4	57	0.97113	4	4.0	0.003
0.4	58	0.97402	4	4.0	0.003
0.4	59	0.97664	4	4.0	0.003
0.4	60	0.97901	4	4.0	0.003
0.4	61	0.98115	4	4.0	0.003
0.4	62	1.00787	5	4.0	0.003
0.4	63	1.00514	5	4.0	0.003
0.4	64	1.00294	5	4.0	0.003
0.4	65	1.00118	5	4.0	0.003
0.4	66	0.99979	5	4.0	0.003
0.4	67	0.9987	5	4.0	0.003
0.4	68	0.99787	5	4.0	0.003
0.4	69	0.99726	5	4.0	0.003
0.4	70	0.99681	5	4.0	0.003
0.4	71	0.99651	5	4.0	0.003
0.4	72	0.99633	5	4.0	0.003
0.4	73	0.99624	5	4.0	0.003
0.4	74	0.99622	5	4.0	0.003
0.4	75	0.99626	5	4.0	0.003
0.4	76	0.99634	5	4.0	0.003
0.4	77	0.99646	5	4.0	0.003
0.4	78	0.9966	5	4.0	0.003
0.4	79	0.99676	5	4.0	0.003
0.4	80	0.99693	5	4.0	0.003
0.4	81	0.99711	5	4.0	0.003
0.4	82	0.99729	5	4.0	0.003
0.4	83	0.99747	5	4.0	0.003
0.4	84	0.99764	5	4.0	0.003
0.4	85	0.99781	5	4.0	0.003
0.4	86	0.99797	5	4.0	0.003
0.4	87	0.99813	5	4.0	0.003
0.4	88	0.99828	5	4.0	0.003
0.4	89	0.99842	5	4.0	0.003
0.4	90	0.99855	5	4.0	0.003
0.4	91	0.99867	5	4.0	0.003
0.4	92	0.99879	5	4.0	0.003
0.4	93	0.9989	5	4.0	0.003
0.4	94	0.99899	5	4.0	0.003
0.4	95	0.99909	5	4.0	0.003
0.4	96	0.99917	5	4.0	0.003
0.4	97	0.99925	5	4.0	0.003
0.4	98	0.99932	5	4.0	0.003
0.4	99	0.99938	5	4.0	0.003
0.5	1	0.0	2	4.0	0.003
0.5	2	0.0	3	4.0	0.003
0.5	3	0.0054	3	4.0	0.003
0.5	4	0.01748	3	4.0	0.003
0.5	5	0.03707	3	4.0	0.003
0.5	6	0.06401	3	4.0	0.003
0.5	7	0.09751	3	4.0	0.003
0.5	8	0.13651	3	4.0	0.003
0.5	9	0.17978	3	4.0	0.003
0.5	10	0.2261	3	4.0	0.003
0.5	11	0.27432	3	4.0	0.003
0.5	12	0.32342	3	4.0	0.003
0.5	13	0.37252	3	4.0	0.003
0.5	14	0.42087	3	4.0	0.003
0.5	15	0.46789	3	4.0	0.003
0.5	16	0.41285	4	4.0	0.003
0.5	17	0.43866	4	4.0	0.003
0.5	18	0.46584	4	4.0	0.003
0.5	19	0.49401	4	4.0	0.003
0.5	20	0.5228	4	4.0	0.003
0.5	21	0.55184	4	4.0	0.003
0.5	22	0.58079	4	4.0	0.003
0.5	23	0.60937	4	4.0	0.003
0.5	24	0.63731	4	4.0	0.003
0.5	25	0.66441	4	4.0	0.003
0.5	26	0.69049	4	4.0	0.003
0.5	27	0.71542	4	4.0	0.003
0.5	28	0.7391	4	4.0	0.003
0.5	29	0.76148	4	4.0	0.003
0.5	30	0.7825	4	4.0	0.003
0.5	31	0.80216	4	4.0	0.003
0.5	32	0.82046	4	4.0	0.003
0.5	33	0.83744	4	4.0	0.003
0.5	34	0.85312	4	4.0	0.003
0.5	35	0.86756	4	4.0	0.003
0.5	36	0.88081	4	4.0	0.003
0.5	37	0.89293	4	4.0	0.003
0.5	38	0.90399	4	4.0	0.003
0.5	39	0.91404	4	4.0	0.003
0.5	40	0.92317	4	4.0	0.003
0.5	41	0.93143	4	4.0	0.003
0.5	42	0.93889	4	4.0	0.003
0.5	43	0.94562	4	4.0	0.003
0.5	44	0.95167	4	4.0	0.003
0.5	45	0.9571	4	4.0	0.003
0.5	46	0.96197	4	4.0	0.003
0.5	47	0.96633	4	4.0	0.003
0.5	48	0.97022	4	4.0	0.003
0.5	49	0.97369	4	4.0	0.003
0.5	50	0.97678	4	4.0	0.003
0.5	51	0.97953	4	4.0	0.003
0.5	52	0.98197	4	4.0	0.003
0.5	53	0.98413	4	4.0	0.003
0.5	54	0.98605	4	4.0	0.003
0.5	55	0.98775	4	4.0	0.003
0.5	56	0.98924	4	4.0	0.003
0.5	57	0.99057	4	4.0	0.003
0.5	58	0.99174	4	4.0	0.003
0.5	59	0.99276	4	4.0	0.003
0.5	60	0.99367	4	4.0	0.003
0.5	61	0.99446	4	4.0	0.003
0.5	62	1.00812	5	4.0	0.003
0.5	63	1.0063	5	4.0	0.003
0.5	64	1.00483	5	4.0	0.003
0.5	65	1.00365	5	4.0	0.003
0.5	66	1.00271	5	4.0	0.003
0.5	67	1.00196	5	4.0	0.003
0.5	68	1.00136	5	4.0	0.003
0.5	69	1.0009	5	4.0	0.003
0.5	70	1.00054	5	4.0	0.003
0.5	71	1.00026	5	4.0	0.003
0.5	72	1.00005	5	4.0	0.003
0.5	73	0.9999	5	4.0	0.003
0.5	74	0.99979	5	4.0	0.003
0.5	75	0.99971	5	4.0	0.003
0.5	76	0.99966	5	4.0	0.003
0.5	77	0.99963	5	4.0	0.003
0.5	78	0.99961	5	4.0	0.003
0.5	79	0.99961	5	4.0	0.003
0.5	80	0.99962	5	4.0	0.003
0.5	81	0.99963	5	4.0	0.003
0.5	82	0.99965	5	4.0	0.003
0.5	83	0.99967	5	4.0	0.003
0.5	84	0.99969	5	4.0	0.003
0.5	85	0.99971	5	4.0	0.003
0.5	86	0.99973	5	4.0	0.003
0.5	87	0.99976	5	4.0	0.003
0.5	88	0.99978	5	4.0	0.003
0.5	89	0.9998	5	4.0	0.003
0.5	90	0.99982	5	4.0	0.003
0.5	91	0.99983	5	4.0	0.003
0.5	92	0.99985	5	4.0	0.003
0.5	93	0.99987	5	4.0	0.003
0.5	94	0.99988	5	4.0	0.003
0.5	95	0.99989	5	4.0	0.003
0.5	96	0.9999	5	4.0	0.003
0.5	97	0.99992	5	4.0	0.003
0.5	98	0.99992	5	4.0	0.003
0.5	99	0.99993	5	4.0	0.003
0.6	1	0.0	2	4.0	0.003
0.6	2	0.0	3	4.0	0.003
0.6	3	0.00769	3	4.0	0.003
0.6	4	0.02443	3	4.0	0.003
0.6	5	0.05091	3	4.0	0.003
0.6	6	0.0864	3	4.0	0.003
0.6	7	0.12946	3	4.0	0.003
0.6	8	0.17832	3	4.0	0.003
0.6	9	0.23119	3	4.0	0.003
0.6	10	0.28638	3	4.0	0.003
0.6	11	0.34242	3	4.0	0.003
0.6	12	0.39805	3	4.0	0.003
0.6	13	0.4523	3	4.0	0.003
0.6	14	0.5044	3	4.0	0.003
0.6	15	0.55379	3	4.0	0.003
0.6	16	0.51977	4	4.0	0.003
0.6	17	0.54533	4	4.0	0.003
0.6	18	0.5722	4	4.0	0.003
0.6	19	0.59987	4	4.0	0.003
0.6	20	0.62786	4	4.0	0.003
0.6	21	0.65571	4	4.0	0.003
0.6	22	0.68307	4	4.0	0.003
0.6	23	0.70961	4	4.0	0.003
0.6	24	0.73509	4	4.0	0.003
0.6	25	0.75932	4	4.0	0.003
0.6	26	0.78217	4	4.0	0.003
0.6	27	0.80356	4	4.0	0.003
0.6	28	0.82345	4	4.0	0.003
0.6	29	0.84183	4	4.0	0.003
0.6	30	0.85872	4	4.0	0.003
0.6	31	0.87416	4	4.0	0.003
0.6	32	0.88821	4	4.0	0.003
0.6	33	0.90093	4	4.0	0.003
0.6	34	0.91242	4	4.0	0.003
0.6	35	0.92275	4	4.0	0.003
0.6	36	0.93201	4	4.0	0.003
0.6	37	0.94027	4	4.0	0.003
0.6	38	0.94764	4	4.0	0.003
0.6	39	0.95417	4	4.0	0.003
0.6	40	0.95997	4	4.0	0.003
0.6	41	0.96508	4	4.0	0.003
0.6	42	0.96959	4	4.0	0.003
0.6	43	0.97356	4	4.0	0.003
0.6	44	0.97704	4	4.0	0.003
0.6	45	0.9801	4	4.0	0.003
0.6	46	0.98277	4	4.0	0.003
0.6	47	0.9851	4	4.0	0.003
0.6	48	0.98713	4	4.0	0.003
0.6	49	0.98889	4	4.0	0.003
0.6	50	0.99043	4	4.0	0.003
0.6	51	0.99176	4	4.0	0.003
0.6	52	0.99291	4	4.0	0.003
0.6	53	0.99391	4	4.0	0.003
0.6	54	0.99477	4	4.0	0.003
0.6	55	0.99552	4	4.0	0.003
0.6	56	0.99616	4	4.0	0.003
0.6	57	0.99671	4	4.0	0.003
0.6	58	0.99719	4	4.0	0.003
0.6	59	0.9976	4	4.0	0.003
0.6	60	0.99795	4	4.0	0.003
0.6	61	0.99825	4	4.0	0.003
0.6	62	1.00464	5	4.0	0.003
0.6	63	1.00364	5	4.0	0.003
0.6	64	1.00283	5	4.0	0.003
0.6	65	1.00219	5	4.0	0.003
0.6	66	1.00168	5	4.0	0.003
0.6	67	1.00128	5	4.0	0.003
0.6	68	1.00097	5	4.0	0.003
0.6	69	1.00072	5	4.0	0.003
0.6	70	1.00053	5	4.0	0.003
0.6	71	1.00038	5	4.0	0.003
0.6	72	1.00027	5	4.0	0.003
0.6	73	1.00018	5	4.0	0.003
0.6	74	1.00012	5	4.0	0.003
0.6	75	1.00007	5	4.0	0.003
0.6	76	1.00003	5	4.0	0.003
0.6	77	1.0	5	4.0	0.003
0.6	78	0.99999	5	4.0	0.003
0.6	79	0.99997	5	4.0	0.003
0.6	80	0.99997	5	4.0	0.003
0.6	81	0.99996	5	4.0	0.003
0.6	82	0.99996	5	4.0	0.003
0.6	83	0.99996	5	4.0	0.003
0.6	84	0.99996	5	4.0	0.003
0.6	85	0.99996	5	4.0	0.003
0.6	86	0.99996	5	4.0	0.003
0.6	87	0.99997	5	4.0	0.003
0.6	88	0.99997	5	4.0	0.003
0.6	89	0.99997	5	4.0	0.003
0.6	90	0.99997	5	4.0	0.003
0.6	91	0.99998	5	4.0	0.003
0.6	92	0.99998	5	4.0	0.003
0.6	93	0.99998	5	4.0	0.003
0.6	94	0.99998	5	4.0	0.003
0.6	95	0.99999	5	4.0	0.003
0.6	96	0.99999	5	4.0	0.003
0.6	97	0.99999	5	4.0	0.003
0.6	98	0.99999	5	4.0	0.003
0.6	99	0.99999	5	4.0	0.003
0.7	1	0.0	2	4.0	0.003
0.7	2	0.0	3	4.0	0.003
0.7	3	0.01018	3	4.0	0.003
0.7	4	0.03181	3	4.0	0.003
0.7	5	0.06524	3	4.0	0.003
0.7	6	0.10905	3	4.0	0.003
0.7	7	0.161	3	4.0	0.003
0.7	8	0.21864	3	4.0	0.003
0.7	9	0.2796	3	4.0	0.003
0.7	10	0.3418	3	4.0	0.003
0.7	11	0.40354	3	4.0	0.003
0.7	12	0.46345	3	4.0	0.003
0.7	13	0.52056	3	4.0	0.003
0.7	14	0.57416	3	4.0	0.003
0.7	15	0.62384	3	4.0	0.003
0.7	16	0.61076	4	4.0	0.003
0.7	17	0.63416	4	4.0	0.003
0.7	18	0.65893	4	4.0	0.003
0.7	19	0.68441	4	4.0	0.003
0.7	20	0.71004	4	4.0	0.003
0.7	21	0.73531	4	4.0	0.003
0.7	22	0.75982	4	4.0	0.003
0.7	23	0.78327	4	4.0	0.003
0.7	24	0.80543	4	4.0	0.003
0.7	25	0.82615	4	4.0	0.003
0.7	26	0.84535	4	4.0	0.003
0.7	27	0.86299	4	4.0	0.003
0.7	28	0.87909	4	4.0	0.003
0.7	29	0.89367	4	4.0	0.003
0.7	30	0.9068	4	4.0	0.003
0.7	31	0.91857	4	4.0	0.003
0.7	32	0.92906	4	4.0	0.003
0.7	33	0.93836	4	4.0	0.003
0.7	34	0.94659	4	4.0	0.003
0.7	35	0.95383	4	4.0	0.003
0.7	36	0.96018	4	4.0	0.003
0.7	37	0.96573	4	4.0	0.003
0.7	38	0.97057	4	4.0	0.003
0.7	39	0.97477	4	4.0	0.003
0.7	40	0.97842	4	4.0	0.003
0.7	41	0.98157	4	4.0	0.003
0.7	42	0.98428	4	4.0	0.003
0.7	43	0.98662	4	4.0	0.003
0.7	44	0.98863	4	4.0	0.003
0.7	45	0.99035	4	4.0	0.003
0.7	46	0.99182	4	4.0	0.003
0.7	47	0.99308	4	4.0	0.003
0.7	48	0.99415	4	4.0	0.003
0.7	49	0.99506	4	4.0	0.003
0.7	50	0.99583	4	4.0	0.003
0.7	51	0.99649	4	4.0	0.003
0.7	52	0.99705	4	4.0	0.003
0.7	53	0.99752	4	4.0	0.003
0.7	54	0.99791	4	4.0	0.003
0.7	55	0.99825	4	4.0	0.003
0.7	56	0.99853	4	4.0	0.003
0.7	57	0.99877	4	4.0	0.003
0.7	58	0.99897	4	4.0	0.003
0.7	59	0.99914	4	4.0	0.003
0.7	60	0.99928	4	4.0	0.003
0.7	61	0.9994	4	4.0	0.003
0.7	62	1.00235	5	4.0	0.003
0.7	63	1.00182	5	4.0	0.003
0.7	64	1.00141	5	4.0	0.003
0.7	65	1.00109	5	4.0	0.003
0.7	66	1.00083	5	4.0	0.003
0.7	67	1.00064	5	4.0	0.003
0.7	68	1.00048	5	4.0	0.003
0.7	69	1.00037	5	4.0	0.003
0.7	70	1.00027	5	4.0	0.003
0.7	71	1.0002	5	4.0	0.003
0.7	72	1.00015	5	4.0	0.003
0.7	73	1.00011	5	4.0	0.003
0.7	74	1.00008	5	4.0	0.003
0.7	75	1.00005	5	4.0	0.003
0.7	76	1.00004	5	4.0	0.003
0.7	77	1.00002	5	4.0	0.003
0.7	78	1.00002	5	4.0	0.003
0.7	79	1.00001	5	4.0	0.003
0.7	80	1.0	5	4.0	0.003
0.7	81	1.0	5	4.0	0.003
0.7	82	1.0	5	4.0	0.003
0.7	83	1.0	5	4.0	0.003
0.7	84	1.0	5	4.0	0.003
0.7	85	1.0	5	4.0	0.003
0.7	86	1.0	5	4.0	0.003
0.7	87	1.0	5	4.0	0.003
0.7	88	1.0	5	4.0	0.003
0.7	89	1.0	5	4.0	0.003
0.7	90	1.0	5	4.0	0.003
0.7	91	1.0	5	4.0	0.003
0.7	92	1.0	5	4.0	0.003
0.7	93	1.0	5	4.0	0.003
0.7	94	1.0	5	4.0	0.003
0.7	95	1.0	5	4.0	0.003
0.7	96	1.0	5	4.0	0.003
0.7	97	1.0	5	4.0	0.003
0.7	98	1.0	5	4.0	0.003
0.7	99	1.0	5	4.0	0.003
0.8	1	0.0	2	4.0	0.003
0.8	2	0.0	3	4.0	0.003
0.8	3	0.0128	3	4.0	0.003
0.8	4	0.03941	3	4.0	0.003
0.8	5	0.07967	3	4.0	0.003
0.8	6	0.13136	3	4.0	0.003
0.8	7	0.19141	3	4.0	0.003
0.8	8	0.25667	3	4.0	0.003
0.8	9	0.32428	3	4.0	0.003
0.8	10	0.39185	3	4.0	0.003
0.8	11	0.45755	3	4.0	0.003
0.8	12	0.52001	3	4.0	0.003
0.8	13	0.57831	3	4.0	0.003
0.8	14	0.63192	3	4.0	0.003
0.8	15	0.68059	3	4.0	0.003
0.8	16	0.68619	4	4.0	0.003
0.8	17	0.70639	4	4.0	0.003
0.8	18	0.72814	4	4.0	0.003
0.8	19	0.75065	4	4.0	0.003
0.8	20	0.77326	4	4.0	0.003
0.8	21	0.79542	4	4.0	0.003
0.8	22	0.81672	4	4.0	0.003
0.8	23	0.83686	4	4.0	0.003
0.8	24	0.85564	4	4.0	0.003
0.8	25	0.87295	4	4.0	0.003
0.8	26	0.88875	4	4.0	0.003
0.8	27	0.90302	4	4.0	0.003
0.8	28	0.91582	4	4.0	0.003
0.8	29	0.92722	4	4.0	0.003
0.8	30	0.93731	4	4.0	0.003
0.8	31	0.94618	4	4.0	0.003
0.8	32	0.95394	4	4.0	0.003
0.8	33	0.9607	4	4.0	0.003
0.8	34	0.96656	4	4.0	0.003
0.8	35	0.97162	4	4.0	0.003
0.8	36	0.97598	4	4.0	0.003
0.8	37	0.97971	4	4.0	0.003
0.8	38	0.9829	4	4.0	0.003
0.8	39	0.98562	4	4.0	0.003
0.8	40	0.98793	4	4.0	0.003
0.8	41	0.98989	4	4.0	0.003
0.8	42	0.99154	4	4.0	0.003
0.8	43	0.99294	4	4.0	0.003
0.8	44	0.99411	4	4.0	0.003
0.8	45	0.9951	4	4.0	0.003
0.8	46	0.99593	4	4.0	0.003
0.8	47	0.99662	4	4.0	0.003
0.8	48	0.9972	4	4.0	0.003
0.8	49	0.99768	4	4.0	0.003
0.8	50	0.99808	4	4.0	0.003
0.8	51	0.99842	4	4.0	0.003
0.8	52	0.99869	4	4.0	0.003
0.8	53	0.99892	4	4.0	0.003
0.8	54	0.99911	4	4.0	0.003
0.8	55	0.99927	4	4.0	0.003
0.8	56	0.9994	4	4.0	0.003
0.8	57	0.99951	4	4.0	0.003
0.8	58	0.9996	4	4.0	0.003
0.8	59	0.99967	4	4.0	0.003
0.8	60	0.99973	4	4.0	0.003
0.8	61	0.99978	4	4.0	0.003
0.8	62	1.00116	5	4.0	0.003
0.8	63	1.00089	5	4.0	0.003
0.8	64	1.00068	5	4.0	0.003
0.8	65	1.00052	5	4.0	0.003
0.8	66	1.00039	5	4.0	0.003
0.8	67	1.0003	5	4.0	0.003
0.8	68	1.00022	5	4.0	0.003
0.8	69	1.00017	5	4.0	0.003
0.8	70	1.00013	5	4.0	0.003
0.8	71	1.00009	5	4.0	0.003
0.8	72	1.00007	5	4.0	0.003
0.8	73	1.00005	5	4.0	0.003
0.8	74	1.00004	5	4.0	0.003
0.8	75	1.00003	5	4.0	0.003
0.8	76	1.00002	5	4.0	0.003
0.8	77	1.00001	5	4.0	0.003
0.8	78	1.00001	5	4.0	0.003
0.8	79	1.00001	5	4.0	0.003
0.8	80	1.0	5	4.0	0.003
0.8	81	1.0	5	4.0	0.003
0.8	82	1.0	5	4.0	0.003
0.8	83	1.0	5	4.0	0.003
0.8	84	1.0	5	4.0	0.003
0.8	85	1.0	5	4.0	0.003
0.8	86	1.0	5	4.0	0.003
0.8	87	1.0	5	4.0	0.003
0.8	88	1.0	5	4.0	0.003
0.8	89	1.0	5	4.0	0.003
0.8	90	1.0	5	4.0	0.003
0.8	91	1.0	5	4.0	0.003
0.8	92	1.0	5	4.0	0.003
0.8	93	1.0	5	4.0	0.003
0.8	94	1.0	5	4.0	0.003
0.8	95	1.0	5	4.0	0.003
0.8	96	1.0	5	4.0	0.003
0.8	97	1.0	5	4.0	0.003
0.8	98	1.0	5	4.0	0.003
0.8	99	1.0	5	4.0	0.003
0.9	1	0.0	2	4.0	0.003
0.9	2	0.0	3	4.0	0.003
0.9	3	0.0155	3	4.0	0.003
0.9	4	0.04706	3	4.0	0.003
0.9	5	0.09393	3	4.0	0.003
0.9	6	0.15297	3	4.0	0.003
0.9	7	0.22029	3	4.0	0.003
0.9	8	0.29207	3	4.0	0.003
0.9	9	0.36505	3	4.0	0.003
0.9	10	0.43664	3	4.0	0.003
0.9	11	0.50493	3	4.0	0.003
0.9	12	0.56865	3	4.0	0.003
0.9	13	0.62701	3	4.0	0.003
0.9	14	0.67967	3	4.0	0.003
0.9	15	0.72659	3	4.0	0.003
0.9	16	0.74787	4	4.0	0.003
0.9	17	0.76445	4	4.0	0.003
0.9	18	0.78286	4	4.0	0.003
0.9	19	0.80217	4	4.0	0.003
0.9	20	0.82163	4	4.0	0.003
0.9	21	0.84066	4	4.0	0.003
0.9	22	0.85884	4	4.0	0.003
0.9	23	0.87587	4	4.0	0.003
0.9	24	0.89158	4	4.0	0.003
0.9	25	0.90588	4	4.0	0.003
0.9	26	0.91874	4	4.0	0.003
0.9	27	0.93021	4	4.0	0.003
0.9	28	0.94033	4	4.0	0.003
0.9	29	0.94921	4	4.0	0.003
0.9	30	0.95693	4	4.0	0.003
0.9	31	0.96362	4	4.0	0.003
0.9	32	0.96937	4	4.0	0.003
0.9	33	0.97429	4	4.0	0.003
0.9	34	0.97849	4	4.0	0.003
0.9	35	0.98205	4	4.0	0.003
0.9	36	0.98506	4	4.0	0.003
0.9	37	0.9876	4	4.0	0.003
0.9	38	0.98973	4	4.0	0.003
0.9	39	0.99151	4	4.0	0.003
0.9	40	0.993	4	4.0	0.003
0.9	41	0.99424	4	4.0	0.003
0.9	42	0.99526	4	4.0	0.003
0.9	43	0.99612	4	4.0	0.003
0.9	44	0.99682	4	4.0	0.003
0.9	45	0.9974	4	4.0	0.003
0.9	46	0.99788	4	4.0	0.003
0.9	47	0.99827	4	4.0	0.003
0.9	48	0.99859	4	4.0	0.003
0.9	49	0.99885	4	4.0	0.003
0.9	50	0.99907	4	4.0	0.003
0.9	51	0.99925	4	4.0	0.003
0.9	52	0.99939	4	4.0	0.003
0.9	53	0.99951	4	4.0	0.003
0.9	54	0.9996	4	4.0	0.003
0.9	55	0.99968	4	4.0	0.003
0.9	56	0.99974	4	4.0	0.003
0.9	57	0.99979	4	4.0	0.003
0.9	58	0.99983	4	4.0	0.003
0.9	59	0.99986	4	4.0	0.003
0.9	60	0.99989	4	4.0	0.003
0.9	61	0.99991	4	4.0	0.003
0.9	62	1.00058	5	4.0	0.003
0.9	63	1.00044	5	4.0	0.003
0.9	64	1.00033	5	4.0	0.003
0.9	65	1.00025	5	4.0	0.003
0.9	66	1.00019	5	4.0	0.003
0.9	67	1.00014	5	4.0	0.003
0.9	68	1.0001	5	4.0	0.003
0.9	69	1.00008	5	4.0	0.003
0.9	70	1.00006	5	4.0	0.003
0.9	71	1.00004	5	4.0	0.003
0.9	72	1.00003	5	4.0	0.003
0.9	73	1.00002	5	4.0	0.003
0.9	74	1.00002	5	4.0	0.003
0.9	75	1.00001	5	4.0	0.003
0.9	76	1.00001	5	4.0	0.003
0.9	77	1.00001	5	4.0	0.003
0.9	78	1.0	5	4.0	0.003
0.9	79	1.0	5	4.0	0.003
0.9	80	1.0	5	4.0	0.003
0.9	81	1.0	5	4.0	0.003
0.9	82	1.0	5	4.0	0.003
0.9	83	1.0	5	4.0	0.003
0.9	84	1.0	5	4.0	0.003
0.9	85	1.0	5	4.0	0.003
0.9	86	1.0	5	4.0	0.003
0.9	87	1.0	5	4.0	0.003
0.9	88	1.0	5	4.0	0.003
0.9	89	1.0	5	4.0	0.003
0.9	90	1.0	5	4.0	0.003
0.9	91	1.0	5	4.0	0.003
0.9	92	1.0	5	4.0	0.003
0.9	93	1.0	5	4.0	0.003
0.9	94	1.0	5	4.0	0.003
0.9	95	1.0	5	4.0	0.003
0.9	96	1.0	5	4.0	0.003
0.9	97	1.0	5	4.0	0.003
0.9	98	1.0	5	4.0	0.003
0.9	99	1.0	5	4.0	0.003
1.0	1	0.0	2	4.0	0.003
1.0	2	0.0	3	4.0	0.003
1.0	3	0.01823	3	4.0	0.003
1.0	4	0.05466	3	4.0	0.003
1.0	5	0.10784	3	4.0	0.003
1.0	6	0.17367	3	4.0	0.003
1.0	7	0.24744	3	4.0	0.003
1.0	8	0.32477	3	4.0	0.003
1.0	9	0.40204	3	4.0	0.003
1.0	10	0.47654	3	4.0	0.003
1.0	11	0.54639	3	4.0	0.003
1.0	12	0.61044	3	4.0	0.003
1.0	13	0.6681	3	4.0	0.003
1.0	14	0.71924	3	4.0	0.003
1.0	15	0.76402	3	4.0	0.003
1.0	16	0.79798	4	4.0	0.003
1.0	17	0.8109	4	4.0	0.003
1.0	18	0.82598	4	4.0	0.003
1.0	19	0.84218	4	4.0	0.003
1.0	20	0.85866	4	4.0	0.003
1.0	21	0.87479	4	4.0	0.003
1.0	22	0.89015	4	4.0	0.003
1.0	23	0.90443	4	4.0	0.003
1.0	24	0.91749	4	4.0	0.003
1.0	25	0.92925	4	4.0	0.003
1.0	26	0.93971	4	4.0	0.003
1.0	27	0.94891	4	4.0	0.003
1.0	28	0.95692	4	4.0	0.003
1.0	29	0.96384	4	4.0	0.003
1.0	30	0.96978	4	4.0	0.003
1.0	31	0.97485	4	4.0	0.003
1.0	32	0.97914	4	4.0	0.003
1.0	33	0.98276	4	4.0	0.003
1.0	34	0.98579	4	4.0	0.003
1.0	35	0.98833	4	4.0	0.003
1.0	36	0.99044	4	4.0	0.003
1.0	37	0.99219	4	4.0	0.003
1.0	38	0.99363	4	4.0	0.003
