purity	dp	power	k	ploidy	error_rate
0.2	11	0.09	3	2.0	0.003
0.2	12	0.11124	3	2.0	0.003
0.2	13	0.13416	3	2.0	0.003
0.2	14	0.15854	3	2.0	0.003
0.2	15	0.18412	3	2.0	0.003
0.2	16	0.11473	4	2.0	0.003
0.2	17	0.12754	4	2.0	0.003
0.2	18	0.14148	4	2.0	0.003
0.2	19	0.15652	4	2.0	0.003
0.2	20	0.17262	4	2.0	0.003
0.2	21	0.18972	4	2.0	0.003
0.2	22	0.20774	4	2.0	0.003
0.2	23	0.22658	4	2.0	0.003
0.2	24	0.24617	4	2.0	0.003
0.2	25	0.2664	4	2.0	0.003
0.2	26	0.28718	4	2.0	0.003
0.2	27	0.3084	4	2.0	0.003
0.2	28	0.32997	4	2.0	0.003
0.2	29	0.35178	4	2.0	0.003
0.2	30	0.37376	4	2.0	0.003
0.2	31	0.39581	4	2.0	0.003
0.2	32	0.41785	4	2.0	0.003
0.2	33	0.4398	4	2.0	0.003
0.2	34	0.46159	4	2.0	0.003
0.2	35	0.48316	4	2.0	0.003
0.2	36	0.50445	4	2.0	0.003
0.2	37	0.52539	4	2.0	0.003
0.2	38	0.54596	4	2.0	0.003
0.2	39	0.56609	4	2.0	0.003
0.2	40	0.58576	4	2.0	0.003
0.2	41	0.60494	4	2.0	0.003
0.2	42	0.6236	4	2.0	0.003
0.2	43	0.64171	4	2.0	0.003
0.2	44	0.65927	4	2.0	0.003
0.2	45	0.67625	4	2.0	0.003
0.2	46	0.69265	4	2.0	0.003
0.2	47	0.70847	4	2.0	0.003
0.2	48	0.7237	4	2.0	0.003
0.2	49	0.73834	4	2.0	0.003
0.2	50	0.7524	4	2.0	0.003
0.2	51	0.76587	4	2.0	0.003
0.2	52	0.77877	4	2.0	0.003
0.2	53	0.79111	4	2.0	0.003
0.2	54	0.8029	4	2.0	0.003
0.2	55	0.81414	4	2.0	0.003
0.2	56	0.82486	4	2.0	0.003
0.2	57	0.83506	4	2.0	0.003
0.2	58	0.84477	4	2.0	0.003
0.2	59	0.85399	4	2.0	0.003
0.2	60	0.86274	4	2.0	0.003
0.2	61	0.87104	4	2.0	0.003
0.2	62	0.90491	5	2.0	0.003
0.2	63	0.90463	5	2.0	0.003
0.2	64	0.9049	5	2.0	0.003
0.2	65	0.90563	5	2.0	0.003
0.2	66	0.90678	5	2.0	0.003
0.2	67	0.90827	5	2.0	0.003
0.2	68	0.91005	5	2.0	0.003
0.2	69	0.91207	5	2.0	0.003
0.2	70	0.9143	5	2.0	0.003
0.2	71	0.9167	5	2.0	0.003
0.2	72	0.91922	5	2.0	0.003
0.2	73	0.92184	5	2.0	0.003
0.2	74	0.92453	5	2.0	0.003
0.2	75	0.92727	5	2.0	0.003
0.2	76	0.93003	5	2.0	0.003
0.2	77	0.9328	5	2.0	0.003
0.2	78	0.93556	5	2.0	0.003
0.2	79	0.9383	5	2.0	0.003
0.2	80	0.941	5	2.0	0.003
0.2	81	0.94366	5	2.0	0.003
0.2	82	0.94626	5	2.0	0.003
0.2	83	0.9488	5	2.0	0.003
0.2	84	0.95128	5	2.0	0.003
0.2	85	0.95369	5	2.0	0.003
0.2	86	0.95602	5	2.0	0.003
0.2	87	0.95827	5	2.0	0.003
0.2	88	0.96045	5	2.0	0.003
0.2	89	0.96254	5	2.0	0.003
0.2	90	0.96455	5	2.0	0.003
0.2	91	0.96648	5	2.0	0.003
0.2	92	0.96833	5	2.0	0.003
0.2	93	0.97011	5	2.0	0.003
0.2	94	0.9718	5	2.0	0.003
0.2	95	0.97341	5	2.0	0.003
0.2	96	0.97495	5	2.0	0.003
0.2	97	0.97641	5	2.0	0.003
0.2	98	0.9778	5	2.0	0.003
0.2	99	0.97913	5	2.0	0.003
0.3	1	0.0	2	2.0	0.003
0.3	2	0.0	3	2.0	0.003
0.3	3	0.00394	3	2.0	0.003
0.3	4	0.01293	3	2.0	0.003
0.3	5	0.02781	3	2.0	0.003
0.3	6	0.04867	3	2.0	0.003
0.3	7	0.07514	3	2.0	0.003
0.3	8	0.10655	3	2.0	0.003
0.3	9	0.1421	3	2.0	0.003
0.3	10	0.18091	3	2.0	0.003
0.3	11	0.22212	3	2.0	0.003
0.3	12	0.26492	3	2.0	0.003
0.3	13	0.30857	3	2.0	0.003
0.3	14	0.35241	3	2.0	0.003
0.3	15	0.39588	3	2.0	0.003
0.3	16	0.32823	4	2.0	0.003
0.3	17	0.3525	4	2.0	0.003
0.3	18	0.37819	4	2.0	0.003
0.3	19	0.40504	4	2.0	0.003
0.3	20	0.43275	4	2.0	0.003
0.3	21	0.46103	4	2.0	0.003
0.3	22	0.48961	4	2.0	0.003
0.3	23	0.51822	4	2.0	0.003
0.3	24	0.54662	4	2.0	0.003
0.3	25	0.5746	4	2.0	0.003
0.3	26	0.60197	4	2.0	0.003
0.3	27	0.62857	4	2.0	0.003
0.3	28	0.65428	4	2.0	0.003
0.3	29	0.67899	4	2.0	0.003
0.3	30	0.70262	4	2.0	0.003
0.3	31	0.72513	4	2.0	0.003
0.3	32	0.74646	4	2.0	0.003
0.3	33	0.76661	4	2.0	0.003
0.3	34	0.78557	4	2.0	0.003
0.3	35	0.80336	4	2.0	0.003
0.3	36	0.81998	4	2.0	0.003
0.3	37	0.83548	4	2.0	0.003
0.3	38	0.84988	4	2.0	0.003
0.3	39	0.86323	4	2.0	0.003
0.3	40	0.87558	4	2.0	0.003
0.3	41	0.88698	4	2.0	0.003
0.3	42	0.89747	4	2.0	0.003
0.3	43	0.9071	4	2.0	0.003
0.3	44	0.91594	4	2.0	0.003
0.3	45	0.92403	4	2.0	0.003
0.3	46	0.93141	4	2.0	0.003
0.3	47	0.93815	4	2.0	0.003
0.3	48	0.94429	4	2.0	0.003
0.3	49	0.94987	4	2.0	0.003
0.3	50	0.95494	4	2.0	0.003
0.3	51	0.95953	4	2.0	0.003
0.3	52	0.96369	4	2.0	0.003
0.3	53	0.96745	4	2.0	0.003
0.3	54	0.97084	4	2.0	0.003
0.3	55	0.97391	4	2.0	0.003
0.3	56	0.97667	4	2.0	0.003
0.3	57	0.97915	4	2.0	0.003
0.3	58	0.98139	4	2.0	0.003
0.3	59	0.98339	4	2.0	0.003
0.3	60	0.98519	4	2.0	0.003
0.3	61	0.98681	4	2.0	0.003
0.3	62	1.00922	5	2.0	0.003
0.3	63	1.00672	5	2.0	0.003
0.3	64	1.00469	5	2.0	0.003
0.3	65	1.00306	5	2.0	0.003
0.3	66	1.00176	5	2.0	0.003
0.3	67	1.00073	5	2.0	0.003
0.3	68	0.99993	5	2.0	0.003
0.3	69	0.99932	5	2.0	0.003
0.3	70	0.99886	5	2.0	0.003
0.3	71	0.99852	5	2.0	0.003
0.3	72	0.99829	5	2.0	0.003
0.3	73	0.99814	5	2.0	0.003
0.3	74	0.99806	5	2.0	0.003
0.3	75	0.99802	5	2.0	0.003
0.3	76	0.99803	5	2.0	0.003
0.3	77	0.99807	5	2.0	0.003
0.3	78	0.99813	5	2.0	0.003
0.3	79	0.9982	5	2.0	0.003
0.3	80	0.99829	5	2.0	0.003
0.3	81	0.99838	5	2.0	0.003
0.3	82	0.99848	5	2.0	0.003
0.3	83	0.99858	5	2.0	0.003
0.3	84	0.99868	5	2.0	0.003
0.3	85	0.99878	5	2.0	0.003
0.3	86	0.99887	5	2.0	0.003
0.3	87	0.99896	5	2.0	0.003
0.3	88	0.99905	5	2.0	0.003
0.3	89	0.99913	5	2.0	0.003
0.3	90	0.9992	5	2.0	0.003
0.3	91	0.99927	5	2.0	0.003
0.3	92	0.99934	5	2.0	0.003
0.3	93	0.9994	5	2.0	0.003
0.3	94	0.99946	5	2.0	0.003
0.3	95	0.99951	5	2.0	0.003
0.3	96	0.99956	5	2.0	0.003
0.3	97	0.9996	5	2.0	0.003
0.3	98	0.99964	5	2.0	0.003
0.3	99	0.99968	5	2.0	0.003
0.4	1	0.0	2	2.0	0.003
0.4	2	0.0	3	2.0	0.003
0.4	3	0.00933	3	2.0	0.003
0.4	4	0.02932	3	2.0	0.003
0.4	5	0.06044	3	2.0	0.003
0.4	6	0.10151	3	2.0	0.003
0.4	7	0.15058	3	2.0	0.003
0.4	8	0.20543	3	2.0	0.003
0.4	9	0.26385	3	2.0	0.003
0.4	10	0.32392	3	2.0	0.003
0.4	11	0.38396	3	2.0	0.003
0.4	12	0.44267	3	2.0	0.003
0.4	13	0.49904	3	2.0	0.003
0.4	14	0.55234	3	2.0	0.003
0.4	15	0.6021	3	2.0	0.003
0.4	16	0.58222	4	2.0	0.003
0.4	17	0.60649	4	2.0	0.003
0.4	18	0.6321	4	2.0	0.003
0.4	19	0.65844	4	2.0	0.003
0.4	20	0.68496	4	2.0	0.003
0.4	21	0.71119	4	2.0	0.003
0.4	22	0.73672	4	2.0	0.003
0.4	23	0.76125	4	2.0	0.003
0.4	24	0.78455	4	2.0	0.003
0.4	25	0.80646	4	2.0	0.003
0.4	26	0.82687	4	2.0	0.003
0.4	27	0.84574	4	2.0	0.003
0.4	28	0.86305	4	2.0	0.003
0.4	29	0.87884	4	2.0	0.003
0.4	30	0.89316	4	2.0	0.003
0.4	31	0.90606	4	2.0	0.003
0.4	32	0.91764	4	2.0	0.003
0.4	33	0.92799	4	2.0	0.003
0.4	34	0.93719	4	2.0	0.003
0.4	35	0.94535	4	2.0	0.003
0.4	36	0.95256	4	2.0	0.003
0.4	37	0.9589	4	2.0	0.003
0.4	38	0.96447	4	2.0	0.003
0.4	39	0.96934	4	2.0	0.003
0.4	40	0.97359	4	2.0	0.003
0.4	41	0.97729	4	2.0	0.003
0.4	42	0.9805	4	2.0	0.003
0.4	43	0.98329	4	2.0	0.003
0.4	44	0.9857	4	2.0	0.003
0.4	45	0.98778	4	2.0	0.003
0.4	46	0.98957	4	2.0	0.003
0.4	47	0.99111	4	2.0	0.003
0.4	48	0.99243	4	2.0	0.003
0.4	49	0.99356	4	2.0	0.003
0.4	50	0.99453	4	2.0	0.003
0.4	51	0.99536	4	2.0	0.003
0.4	52	0.99607	4	2.0	0.003
0.4	53	0.99667	4	2.0	0.003
0.4	54	0.99719	4	2.0	0.003
0.4	55	0.99762	4	2.0	0.003
0.4	56	0.99799	4	2.0	0.003
0.4	57	0.99831	4	2.0	0.003
0.4	58	0.99857	4	2.0	0.003
0.4	59	0.9988	4	2.0	0.003
0.4	60	0.99899	4	2.0	0.003
0.4	61	0.99915	4	2.0	0.003
0.4	62	1.00297	5	2.0	0.003
0.4	63	1.00231	5	2.0	0.003
0.4	64	1.00179	5	2.0	0.003
0.4	65	1.00138	5	2.0	0.003
0.4	66	1.00106	5	2.0	0.003
0.4	67	1.00081	5	2.0	0.003
0.4	68	1.00062	5	2.0	0.003
0.4	69	1.00047	5	2.0	0.003
0.4	70	1.00035	5	2.0	0.003
0.4	71	1.00026	5	2.0	0.003
0.4	72	1.00019	5	2.0	0.003
0.4	73	1.00014	5	2.0	0.003
0.4	74	1.0001	5	2.0	0.003
0.4	75	1.00007	5	2.0	0.003
0.4	76	1.00004	5	2.0	0.003
0.4	77	1.00003	5	2.0	0.003
0.4	78	1.00001	5	2.0	0.003
0.4	79	1.00001	5	2.0	0.003
0.4	80	1.0	5	2.0	0.003
0.4	81	1.0	5	2.0	0.003
0.4	82	0.99999	5	2.0	0.003
0.4	83	0.99999	5	2.0	0.003
0.4	84	0.99999	5	2.0	0.003
0.4	85	0.99999	5	2.0	0.003
0.4	86	0.99999	5	2.0	0.003
0.4	87	0.99999	5	2.0	0.003
0.4	88	0.99999	5	2.0	0.003
0.4	89	0.99999	5	2.0	0.003
0.4	90	0.99999	5	2.0	0.003
0.4	91	0.99999	5	2.0	0.003
0.4	92	0.99999	5	2.0	0.003
0.4	93	1.0	5	2.0	0.003
0.4	94	1.0	5	2.0	0.003
0.4	95	1.0	5	2.0	0.003
0.4	96	1.0	5	2.0	0.003
0.4	97	1.0	5	2.0	0.003
0.4	98	1.0	5	2.0	0.003
0.4	99	1.0	5	2.0	0.003
0.5	1	0.0	2	2.0	0.003
0.5	2	0.0	3	2.0	0.003
0.5	3	0.01823	3	2.0	0.003
0.5	4	0.05466	3	2.0	0.003
0.5	5	0.10784	3	2.0	0.003
0.5	6	0.17367	3	2.0	0.003
0.5	7	0.24744	3	2.0	0.003
0.5	8	0.32477	3	2.0	0.003
0.5	9	0.40204	3	2.0	0.003
0.5	10	0.47654	3	2.0	0.003
0.5	11	0.54639	3	2.0	0.003
0.5	12	0.61044	3	2.0	0.003
0.5	13	0.6681	3	2.0	0.003
0.5	14	0.71924	3	2.0	0.003
0.5	15	0.76402	3	2.0	0.003
0.5	16	0.79798	4	2.0	0.003
0.5	17	0.8109	4	2.0	0.003
0.5	18	0.82598	4	2.0	0.003
0.5	19	0.84218	4	2.0	0.003
0.5	20	0.85866	4	2.0	0.003
0.5	21	0.87479	4	2.0	0.003
0.5	22	0.89015	4	2.0	0.003
0.5	23	0.90443	4	2.0	0.003
0.5	24	0.91749	4	2.0	0.003
0.5	25	0.92925	4	2.0	0.003
0.5	26	0.93971	4	2.0	0.003
0.5	27	0.94891	4	2.0	0.003
0.5	28	0.95692	4	2.0	0.003
0.5	29	0.96384	4	2.0	0.003
0.5	30	0.96978	4	2.0	0.003
0.5	31	0.97485	4	2.0	0.003
0.5	32	0.97914	4	2.0	0.003
0.5	33	0.98276	4	2.0	0.003
0.5	34	0.98579	4	2.0	0.003
0.5	35	0.98833	4	2.0	0.003
0.5	36	0.99044	4	2.0	0.003
0.5	37	0.99219	4	2.0	0.003
0.5	38	0.99363	4	2.0	0.003
0.5	39	0.99482	4	2.0	0.003
0.5	40	0.99579	4	2.0	0.003
0.5	41	0.99659	4	2.0	0.003
0.5	42	0.99725	4	2.0	0.003
0.5	43	0.99778	4	2.0	0.003
0.5	44	0.99821	4	2.0	0.003
0.5	45	0.99856	4	2.0	0.003
0.5	46	0.99884	4	2.0	0.003
0.5	47	0.99907	4	2.0	0.003
0.5	48	0.99926	4	2.0	0.003
0.5	49	0.99941	4	2.0	0.003
0.5	50	0.99953	4	2.0	0.003
0.5	51	0.99962	4	2.0	0.003
0.5	52	0.9997	4	2.0	0.003
0.5	53	0.99976	4	2.0	0.003
0.5	54	0.99981	4	2.0	0.003
0.5	55	0.99985	4	2.0	0.003
0.5	56	0.99988	4	2.0	0.003
0.5	57	0.9999	4	2.0	0.003
0.5	58	0.99992	4	2.0	0.003
0.5	59	0.99994	4	2.0	0.003
0.5	60	0.99995	4	2.0	0.003
0.5	61	0.99996	4	2.0	0.003
0.5	62	1.0003	5	2.0	0.003
0.5	63	1.00022	5	2.0	0.003
0.5	64	1.00016	5	2.0	0.003
0.5	65	1.00012	5	2.0	0.003
0.5	66	1.00009	5	2.0	0.003
0.5	67	1.00007	5	2.0	0.003
0.5	68	1.00005	5	2.0	0.003
0.5	69	1.00004	5	2.0	0.003
0.5	70	1.00003	5	2.0	0.003
0.5	71	1.00002	5	2.0	0.003
0.5	72	1.00001	5	2.0	0.003
0.5	73	1.00001	5	2.0	0.003
0.5	74	1.00001	5	2.0	0.003
0.5	75	1.00001	5	2.0	0.003
0.5	76	1.0	5	2.0	0.003
0.5	77	1.0	5	2.0	0.003
0.5	78	1.0	5	2.0	0.003
0.5	79	1.0	5	2.0	0.003
0.5	80	1.0	5	2.0	0.003
0.5	81	1.0	5	2.0	0.003
0.5	82	1.0	5	2.0	0.003
0.5	83	1.0	5	2.0	0.003
0.5	84	1.0	5	2.0	0.003
0.5	85	1.0	5	2.0	0.003
0.5	86	1.0	5	2.0	0.003
0.5	87	1.0	5	2.0	0.003
0.5	88	1.0	5	2.0	0.003
0.5	89	1.0	5	2.0	0.003
0.5	90	1.0	5	2.0	0.003
0.5	91	1.0	5	2.0	0.003
0.5	92	1.0	5	2.0	0.003
0.5	93	1.0	5	2.0	0.003
0.5	94	1.0	5	2.0	0.003
0.5	95	1.0	5	2.0	0.003
0.5	96	1.0	5	2.0	0.003
0.5	97	1.0	5	2.0	0.003
0.5	98	1.0	5	2.0	0.003
0.5	99	1.0	5	2.0	0.003
0.6	1	0.0	2	2.0	0.003
0.6	2	0.0	3	2.0	0.003
0.6	3	0.0315	3	2.0	0.003
0.6	4	0.08996	3	2.0	0.003
0.6	5	0.16958	3	2.0	0.003
0.6	6	0.26164	3	2.0	0.003
0.6	7	0.35798	3	2.0	0.003
0.6	8	0.45228	3	2.0	0.003
0.6	9	0.54028	3	2.0	0.003
0.6	10	0.61949	3	2.0	0.003
0.6	11	0.68884	3	2.0	0.003
0.6	12	0.74822	3	2.0	0.003
0.6	13	0.79813	3	2.0	0.003
0.6	14	0.83946	3	2.0	0.003
0.6	15	0.87325	3	2.0	0.003
0.6	16	0.93805	4	2.0	0.003
0.6	17	0.93671	4	2.0	0.003
0.6	18	0.93938	4	2.0	0.003
0.6	19	0.94438	4	2.0	0.003
0.6	20	0.95054	4	2.0	0.003
0.6	21	0.95705	4	2.0	0.003
0.6	22	0.9634	4	2.0	0.003
0.6	23	0.96929	4	2.0	0.003
0.6	24	0.97457	4	2.0	0.003
0.6	25	0.97916	4	2.0	0.003
0.6	26	0.98309	4	2.0	0.003
0.6	27	0.98638	4	2.0	0.003
0.6	28	0.98912	4	2.0	0.003
0.6	29	0.99136	4	2.0	0.003
0.6	30	0.99318	4	2.0	0.003
0.6	31	0.99464	4	2.0	0.003
0.6	32	0.99581	4	2.0	0.003
0.6	33	0.99674	4	2.0	0.003
0.6	34	0.99747	4	2.0	0.003
0.6	35	0.99805	4	2.0	0.003
0.6	36	0.9985	4	2.0	0.003
0.6	37	0.99885	4	2.0	0.003
0.6	38	0.99912	4	2.0	0.003
0.6	39	0.99933	4	2.0	0.003
0.6	40	0.99949	4	2.0	0.003
0.6	41	0.99961	4	2.0	0.003
0.6	42	0.9997	4	2.0	0.003
0.6	43	0.99978	4	2.0	0.003
0.6	44	0.99983	4	2.0	0.003
0.6	45	0.99987	4	2.0	0.003
0.6	46	0.9999	4	2.0	0.003
0.6	47	0.99993	4	2.0	0.003
0.6	48	0.99995	4	2.0	0.003
0.6	49	0.99996	4	2.0	0.003
0.6	50	0.99997	4	2.0	0.003
0.6	51	0.99998	4	2.0	0.003
0.6	52	0.99998	4	2.0	0.003
0.6	53	0.99999	4	2.0	0.003
0.6	54	0.99999	4	2.0	0.003
0.6	55	0.99999	4	2.0	0.003
0.6	56	0.99999	4	2.0	0.003
0.6	57	1.0	4	2.0	0.003
0.6	58	1.0	4	2.0	0.003
0.6	59	1.0	4	2.0	0.003
0.6	60	1.0	4	2.0	0.003
0.6	61	1.0	4	2.0	0.003
0.6	62	1.00002	5	2.0	0.003
0.6	63	1.00001	5	2.0	0.003
0.6	64	1.00001	5	2.0	0.003
0.6	65	1.00001	5	2.0	0.003
0.6	66	1.0	5	2.0	0.003
0.6	67	1.0	5	2.0	0.003
0.6	68	1.0	5	2.0	0.003
0.6	69	1.0	5	2.0	0.003
0.6	70	1.0	5	2.0	0.003
0.6	71	1.0	5	2.0	0.003
0.6	72	1.0	5	2.0	0.003
0.6	73	1.0	5	2.0	0.003
0.6	74	1.0	5	2.0	0.003
0.6	75	1.0	5	2.0	0.003
0.6	76	1.0	5	2.0	0.003
0.6	77	1.0	5	2.0	0.003
0.6	78	1.0	5	2.0	0.003
0.6	79	1.0	5	2.0	0.003
0.6	80	1.0	5	2.0	0.003
0.6	81	1.0	5	2.0	0.003
0.6	82	1.0	5	2.0	0.003
0.6	83	1.0	5	2.0	0.003
0.6	84	1.0	5	2.0	0.003
0.6	85	1.0	5	2.0	0.003
0.6	86	1.0	5	2.0	0.003
0.6	87	1.0	5	2.0	0.003
0.6	88	1.0	5	2.0	0.003
0.6	89	1.0	5	2.0	0.003
0.6	90	1.0	5	2.0	0.003
0.6	91	1.0	5	2.0	0.003
0.6	92	1.0	5	2.0	0.003
0.6	93	1.0	5	2.0	0.003
0.6	94	1.0	5	2.0	0.003
0.6	95	1.0	5	2.0	0.003
0.6	96	1.0	5	2.0	0.003
0.6	97	1.0	5	2.0	0.003
0.6	98	1.0	5	2.0	0.003
0.6	99	1.0	5	2.0	0.003
0.7	1	0.0	2	2.0	0.003
0.7	2	0.0	3	2.0	0.003
0.7	3	0.05001	3	2.0	0.003
0.7	4	0.13572	3	2.0	0.003
0.7	5	0.24407	3	2.0	0.003
0.7	6	0.36048	3	2.0	0.003
0.7	7	0.47368	3	2.0	0.003
0.7	8	0.57663	3	2.0	0.003
0.7	9	0.66589	3	2.0	0.003
0.7	10	0.74054	3	2.0	0.003
0.7	11	0.80126	3	2.0	0.003
0.7	12	0.84955	3	2.0	0.003
0.7	13	0.88727	3	2.0	0.003
0.7	14	0.91628	3	2.0	0.003
0.7	15	0.93832	3	2.0	0.003
0.7	16	1.00615	4	2.0	0.003
0.7	17	0.99521	4	2.0	0.003
0.7	18	0.98996	4	2.0	0.003
0.7	19	0.98813	4	2.0	0.003
0.7	20	0.98824	4	2.0	0.003
0.7	21	0.98934	4	2.0	0.003
0.7	22	0.99083	4	2.0	0.003
0.7	23	0.99241	4	2.0	0.003
0.7	24	0.99388	4	2.0	0.003
0.7	25	0.99516	4	2.0	0.003
0.7	26	0.99624	4	2.0	0.003
0.7	27	0.99712	4	2.0	0.003
0.7	28	0.99781	4	2.0	0.003
0.7	29	0.99836	4	2.0	0.003
0.7	30	0.99878	4	2.0	0.003
0.7	31	0.9991	4	2.0	0.003
0.7	32	0.99934	4	2.0	0.003
0.7	33	0.99951	4	2.0	0.003
0.7	34	0.99965	4	2.0	0.003
0.7	35	0.99974	4	2.0	0.003
0.7	36	0.99982	4	2.0	0.003
0.7	37	0.99987	4	2.0	0.003
0.7	38	0.99991	4	2.0	0.003
0.7	39	0.99993	4	2.0	0.003
0.7	40	0.99995	4	2.0	0.003
0.7	41	0.99997	4	2.0	0.003
0.7	42	0.99998	4	2.0	0.003
0.7	43	0.99998	4	2.0	0.003
0.7	44	0.99999	4	2.0	0.003
0.7	45	0.99999	4	2.0	0.003
0.7	46	0.99999	4	2.0	0.003
0.7	47	1.0	4	2.0	0.003
0.7	48	1.0	4	2.0	0.003
0.7	49	1.0	4	2.0	0.003
0.7	50	1.0	4	2.0	0.003
0.7	51	1.0	4	2.0	0.003
0.7	52	1.0	4	2.0	0.003
0.7	53	1.0	4	2.0	0.003
0.7	54	1.0	4	2.0	0.003
0.7	55	1.0	4	2.0	0.003
0.7	56	1.0	4	2.0	0.003
0.7	57	1.0	4	2.0	0.003
0.7	58	1.0	4	2.0	0.003
0.7	59	1.0	4	2.0	0.003
0.7	60	1.0	4	2.0	0.003
0.7	61	1.0	4	2.0	0.003
0.7	62	1.0	5	2.0	0.003
0.7	63	1.0	5	2.0	0.003
0.7	64	1.0	5	2.0	0.003
0.7	65	1.0	5	2.0	0.003
0.7	66	1.0	5	2.0	0.003
0.7	67	1.0	5	2.0	0.003
0.7	68	1.0	5	2.0	0.003
0.7	69	1.0	5	2.0	0.003
0.7	70	1.0	5	2.0	0.003
0.7	71	1.0	5	2.0	0.003
0.7	72	1.0	5	2.0	0.003
0.7	73	1.0	5	2.0	0.003
0.7	74	1.0	5	2.0	0.003
0.7	75	1.0	5	2.0	0.003
0.7	76	1.0	5	2.0	0.003
0.7	77	1.0	5	2.0	0.003
0.7	78	1.0	5	2.0	0.003
0.7	79	1.0	5	2.0	0.003
0.7	80	1.0	5	2.0	0.003
0.7	81	1.0	5	2.0	0.003
0.7	82	1.0	5	2.0	0.003
0.7	83	1.0	5	2.0	0.003
0.7	84	1.0	5	2.0	0.003
0.7	85	1.0	5	2.0	0.003
0.7	86	1.0	5	2.0	0.003
0.7	87	1.0	5	2.0	0.003
0.7	88	1.0	5	2.0	0.003
0.7	89	1.0	5	2.0	0.003
0.7	90	1.0	5	2.0	0.003
0.7	91	1.0	5	2.0	0.003
0.7	92	1.0	5	2.0	0.003
0.7	93	1.0	5	2.0	0.003
0.7	94	1.0	5	2.0	0.003
0.7	95	1.0	5	2.0	0.003
0.7	96	1.0	5	2.0	0.003
0.7	97	1.0	5	2.0	0.003
0.7	98	1.0	5	2.0	0.003
0.7	99	1.0	5	2.0	0.003
0.8	1	0.0	2	2.0	0.003
0.8	2	0.0	3	2.0	0.003
0.8	3	0.07466	3	2.0	0.003
0.8	4	0.19192	3	2.0	0.003
0.8	5	0.32876	3	2.0	0.003
0.8	6	0.46456	3	2.0	0.003
0.8	7	0.58656	3	2.0	0.003
0.8	8	0.68905	3	2.0	0.003
0.8	9	0.77113	3	2.0	0.003
0.8	10	0.83454	3	2.0	0.003
0.8	11	0.88218	3	2.0	0.003
0.8	12	0.91717	3	2.0	0.003
0.8	13	0.94241	3	2.0	0.003
0.8	14	0.96034	3	2.0	0.003
0.8	15	0.97292	3	2.0	0.003
0.8	16	1.02626	4	2.0	0.003
0.8	17	1.01263	4	2.0	0.003
0.8	18	1.00517	4	2.0	0.003
0.8	19	1.00132	4	2.0	0.003
0.8	20	0.9995	4	2.0	0.003
0.8	21	0.99879	4	2.0	0.003
0.8	22	0.99864	4	2.0	0.003
0.8	23	0.99875	4	2.0	0.003
0.8	24	0.99895	4	2.0	0.003
0.8	25	0.99917	4	2.0	0.003
0.8	26	0.99937	4	2.0	0.003
0.8	27	0.99953	4	2.0	0.003
0.8	28	0.99966	4	2.0	0.003
0.8	29	0.99976	4	2.0	0.003
0.8	30	0.99983	4	2.0	0.003
0.8	31	0.99988	4	2.0	0.003
0.8	32	0.99992	4	2.0	0.003
0.8	33	0.99994	4	2.0	0.003
0.8	34	0.99996	4	2.0	0.003
0.8	35	0.99997	4	2.0	0.003
0.8	36	0.99998	4	2.0	0.003
0.8	37	0.99999	4	2.0	0.003
0.8	38	0.99999	4	2.0	0.003
0.8	39	0.99999	4	2.0	0.003
0.8	40	1.0	4	2.0	0.003
0.8	41	1.0	4	2.0	0.003
0.8	42	1.0	4	2.0	0.003
0.8	43	1.0	4	2.0	0.003
0.8	44	1.0	4	2.0	0.003
0.8	45	1.0	4	2.0	0.003
0.8	46	1.0	4	2.0	0.003
0.8	47	1.0	4	2.0	0.003
0.8	48	1.0	4	2.0	0.003
0.8	49	1.0	4	2.0	0.003
0.8	50	1.0	4	2.0	0.003
0.8	51	1.0	4	2.0	0.003
0.8	52	1.0	4	2.0	0.003
0.8	53	1.0	4	2.0	0.003
0.8	54	1.0	4	2.0	0.003
0.8	55	1.0	4	2.0	0.003
0.8	56	1.0	4	2.0	0.003
0.8	57	1.0	4	2.0	0.003
0.8	58	1.0	4	2.0	0.003
0.8	59	1.0	4	2.0	0.003
0.8	60	1.0	4	2.0	0.003
0.8	61	1.0	4	2.0	0.003
0.8	62	1.0	5	2.0	0.003
0.8	63	1.0	5	2.0	0.003
0.8	64	1.0	5	2.0	0.003
0.8	65	1.0	5	2.0	0.003
0.8	66	1.0	5	2.0	0.003
0.8	67	1.0	5	2.0	0.003
0.8	68	1.0	5	2.0	0.003
0.8	69	1.0	5	2.0	0.003
0.8	70	1.0	5	2.0	0.003
0.8	71	1.0	5	2.0	0.003
0.8	72	1.0	5	2.0	0.003
0.8	73	1.0	5	2.0	0.003
0.8	74	1.0	5	2.0	0.003
0.8	75	1.0	5	2.0	0.003
0.8	76	1.0	5	2.0	0.003
0.8	77	1.0	5	2.0	0.003
0.8	78	1.0	5	2.0	0.003
0.8	79	1.0	5	2.0	0.003
0.8	80	1.0	5	2.0	0.003
0.8	81	1.0	5	2.0	0.003
0.8	82	1.0	5	2.0	0.003
0.8	83	1.0	5	2.0	0.003
0.8	84	1.0	5	2.0	0.003
0.8	85	1.0	5	2.0	0.003
0.8	86	1.0	5	2.0	0.003
0.8	87	1.0	5	2.0	0.003
0.8	88	1.0	5	2.0	0.003
0.8	89	1.0	5	2.0	0.003
0.8	90	1.0	5	2.0	0.003
